Keyword,Definition,Category,filename
Call Parking,Placing a call on hold in a 'parking spot' so that it can be picked up by any agent from any extension.,Cloud Telephony & VoIP Infrastructure,Call-Parking.md
Call Queuing,Placing incoming calls in a line (queue) to be answered by the next available agent.,Cloud Telephony & VoIP Infrastructure,Call-Queuing.md
Click-to-Call,A function allowing agents to dial a customer's number directly by clicking it on the PC screen.,Cloud Telephony & VoIP Infrastructure,Click-to-Call.md
Cloud PBX,A phone system that is hosted entirely on servers in off-site data centers and powered over the internet.,Cloud Telephony & VoIP Infrastructure,Cloud-PBX.md
Cold Transfer (Blind Transfer),Transferring a call to another agent immediately without speaking to them first.,Cloud Telephony & VoIP Infrastructure,Cold-Transfer--Blind-Transfer-.md
CTI (Computer Telephony Integration),"Technology that allows computers to interact with telephone systems, enabling features like screen pops.",Cloud Telephony & VoIP Infrastructure,CTI--Computer-Telephony-Integration-.md
DID (Direct Inward Dialing),A service that allows a phone number to ring directly to a specific phone/extension at a business instead of going to a menu.,Cloud Telephony & VoIP Infrastructure,DID--Direct-Inward-Dialing-.md
DTMF (Dual Tone Multi Frequency),"The signal generated when you press a key on a telephone, used for menu navigation in IVR.",Cloud Telephony & VoIP Infrastructure,DTMF--Dual-Tone-Multi-Frequency-.md
Hunt Group,A group of phone extensions organized to process specific incoming calls by ringing them in a set order.,Cloud Telephony & VoIP Infrastructure,Hunt-Group.md
Latency / Jitter,"Metrics measuring the delay or variation in packet arrival time, crucial for VoIP call quality.",Cloud Telephony & VoIP Infrastructure,Latency---Jitter.md
Number Portability (LNP),The ability to keep your existing phone number when switching to a new service provider.,Cloud Telephony & VoIP Infrastructure,Number-Portability--LNP-.md
Presence Status,"Indicators showing whether an agent is available, busy, or offline, visible to the whole team.",Cloud Telephony & VoIP Infrastructure,Presence-Status.md
Screen Pop,Automatically displaying the caller's account information (CRM data) on the agent's screen when the phone rings.,Cloud Telephony & VoIP Infrastructure,Screen-Pop.md
Simultaneous Ringing,"Setting multiple phones (e.g., desk phone and mobile app) to ring at the same time for an incoming call.",Cloud Telephony & VoIP Infrastructure,Simultaneous-Ringing.md
SIP Trunking,A method of sending voice and other unified communications services over the internet to the PSTN.,Cloud Telephony & VoIP Infrastructure,SIP-Trunking.md
Softphone App,"Software installed on a PC or smartphone that acts as a phone interface, replacing hardware phones.",Cloud Telephony & VoIP Infrastructure,Softphone-App.md
Toll-Free Number,A telephone number that is billed for all arriving calls instead of incurring charges to the originating telephone subscriber.,Cloud Telephony & VoIP Infrastructure,Toll-Free-Number.md
Voicemail transcription,Using AI to convert voicemail audio messages into text format sent via email or chat.,Cloud Telephony & VoIP Infrastructure,Voicemail-transcription.md
Warm Transfer,Putting the caller on hold to speak with the new agent first before transferring the call.,Cloud Telephony & VoIP Infrastructure,Warm-Transfer.md
WebRTC (Web Real-Time Communication),An open source project providing web browsers and mobile applications with real-time communication (voice/video) capabilities via APIs.,Cloud Telephony & VoIP Infrastructure,WebRTC--Web-Real-Time-Communication-.md
AMA (Ask Me Anything),A Q&A session where a host answers questions from the community audience in real-time.,Community Management,AMA--Ask-Me-Anything-.md
Brand Ambassador,A person who is hired or volunteers to represent a brand in a positive light and help to increase brand awareness.,Community Management,Brand-Ambassador.md
Churn (Community),When members stop participating or visiting the community platform.,Community Management,Churn--Community-.md
Circle,"A community platform for creators and brands to host discussions, memberships, and content.",Community Management,Circle.md
Code of Conduct,"A set of rules outlining the social norms, rules, and responsibilities of an individual in the community.",Community Management,Code-of-Conduct.md
Community Engagement,The process of building relationships with community members to keep them interested and active.,Community Management,Community-Engagement.md
Community Forum,An online discussion site where people can hold conversations in the form of posted messages.,Community Management,Community-Forum.md
Community Guidelines,A set of rules that defines what behavior is acceptable and unacceptable in the community.,Community Management,Community-Guidelines.md
Community-Led Growth (CLG),A go-to-market strategy where the community is the primary driver of acquisition and retention.,Community Management,Community-Led-Growth--CLG-.md
Discord,"A voice, video, and text communication service used by over a hundred million people to hang out.",Community Management,Discord.md
Discourse,An open-source discussion platform used for community forums and mailing lists.,Community Management,Discourse.md
Gamification,"Applying game mechanics (points, leaderboards) to non-game contexts to increase engagement.",Community Management,Gamification.md
Gamification Badges,"Digital rewards given to community members for achievements (e.g., 'Top Contributor').",Community Management,Gamification-Badges.md
Lurker,A member of an online community who observes but does not actively participate.,Community Management,Lurker.md
Mighty Networks,"A platform that brings together community, courses, and memberships in one place.",Community Management,Mighty-Networks.md
Moderation Queue,A list of user-generated content waiting for approval by a community moderator.,Community Management,Moderation-Queue.md
Slack,A messaging app for business that connects people to the information they need.,Community Management,Slack.md
Stickiness,A measure of how often users return to the community or app (often calculated as DAU/MAU).,Community Management,Stickiness.md
Superuser,Highly active and knowledgeable community members who often help others and drive engagement.,Community Management,Superuser.md
Top Contributor,A user who frequently posts high-quality content and helps others in the community.,Community Management,Top-Contributor.md
Content Repurposing,"Taking one piece of content (e.g., a blog post) and turning it into other formats (e.g., video, infographic).",Content Distribution & Amplification,Content-Repurposing.md
Content Syndication,Republishing your content on third-party websites to reach a broader audience.,Content Distribution & Amplification,Content-Syndication.md
Dark Social,"Private sharing of content via direct messages or email, which is difficult to track in analytics.",Content Distribution & Amplification,Dark-Social.md
Dark Social Sharing,"Sharing content via private channels like email or DM, which is hard to track.",Content Distribution & Amplification,Dark-Social-Sharing.md
Earned Media,"Publicity gained through promotional efforts other than paid media advertising (e.g., reviews, shares).",Content Distribution & Amplification,Earned-Media.md
Employee Advocacy,Encouraging employees to share company content on their personal social networks to increase reach.,Content Distribution & Amplification,Employee-Advocacy.md
Influencer Marketing,Endorsements and product placement from influencers who have a dedicated social following.,Content Distribution & Amplification,Influencer-Marketing.md
Influencer Seeding,"Sending free products to influencers with no obligation to post, hoping for organic mentions.",Content Distribution & Amplification,Influencer-Seeding.md
Native Advertising,"Paid content that matches the look, feel, and function of the media format in which it appears.",Content Distribution & Amplification,Native-Advertising.md
Newsletter,A regularly distributed publication via email that is generally about one main topic.,Content Distribution & Amplification,Newsletter.md
Newsletter Marketing,Sending informational and product-focused content via an email letter to a subscriber list.,Content Distribution & Amplification,Newsletter-Marketing.md
Newsletter Sponsorship,Paying to place content or ads in a popular newsletter to reach a specific audience.,Content Distribution & Amplification,Newsletter-Sponsorship.md
Outreach Strategy,Proactively contacting influencers or publishers to promote content.,Content Distribution & Amplification,Outreach-Strategy.md
Owned Media,"Communication channels that are within one's control, such as websites, blogs, or email lists.",Content Distribution & Amplification,Owned-Media.md
Paid Amplification,Using paid ads (like boosted posts) to increase the reach of organic content.,Content Distribution & Amplification,Paid-Amplification.md
Paid Media,"External marketing efforts that involve a paid placement (e.g., PPC, branded content).",Content Distribution & Amplification,Paid-Media.md
Paid Social,Advertising on social media platforms to reach a specific target audience.,Content Distribution & Amplification,Paid-Social.md
Press Release,"A short, compelling news story written by a public relations professional and sent to targeted members of the media.",Content Distribution & Amplification,Press-Release.md
Push Notifications,Messages sent to a user's mobile device or browser to alert them of new content.,Content Distribution & Amplification,Push-Notifications.md
Repurposing Content,"Adapting existing content into different formats (e.g., turning a blog into a video).",Content Distribution & Amplification,Repurposing-Content.md
RSS Feed,"A web feed that allows users and applications to access updates to websites in a standardized, computer-readable format.",Content Distribution & Amplification,RSS-Feed.md
Social Sharing,Distributing content through social media platforms.,Content Distribution & Amplification,Social-Sharing.md
Social Sharing Buttons,Widgets on a webpage that allow users to easily share content to their social profiles.,Content Distribution & Amplification,Social-Sharing-Buttons.md
Syndication,Republishing content on third-party sites to reach a broader audience.,Content Distribution & Amplification,Syndication.md
Buyer Persona,A semi-fictional representation of your ideal customer based on data and research.,Content Marketing & Inbound Strategy,Buyer-Persona.md
Call to Action (CTA),A prompt on a website that tells the user to take some specified action.,Content Marketing & Inbound Strategy,Call-to-Action--CTA-.md
Clickbait,Content whose main purpose is to attract attention and encourage visitors to click on a link to a particular web page.,Content Marketing & Inbound Strategy,Clickbait.md
Content Atomization,"Breaking down a large piece of content (e.g., ebook) into smaller, strategic pieces (blogs, social posts).",Content Marketing & Inbound Strategy,Content-Atomization.md
Content Calendar,"A schedule used to plan, organize, and publish upcoming content.",Content Marketing & Inbound Strategy,Content-Calendar.md
Content Decay,The gradual decline in traffic and rankings of older content as it becomes obsolete.,Content Marketing & Inbound Strategy,Content-Decay.md
Content Funnel,The path potential customers take through your content on their way to making a purchase.,Content Marketing & Inbound Strategy,Content-Funnel.md
Content Funnel (TOFU/MOFU/BOFU),"The stages of content marketing: Top of Funnel (Awareness), Middle (Consideration), Bottom (Decision).",Content Marketing & Inbound Strategy,Content-Funnel--TOFU-MOFU-BOFU-.md
Content Gap Analysis,Identifying the missing content pieces that could align with the various stages of the customer journey.,Content Marketing & Inbound Strategy,Content-Gap-Analysis.md
Content Refresh,"Updating older content with new information, images, and keywords to maintain SEO rankings.",Content Marketing & Inbound Strategy,Content-Refresh.md
Content Velocity,The speed at which a brand creates and publishes content over a given period.,Content Marketing & Inbound Strategy,Content-Velocity.md
Conversion Rate (CVR),"The percentage of users who take a desired action (e.g., buying, signing up) out of the total visitors.",Content Marketing & Inbound Strategy,Conversion-Rate--CVR-.md
Copywriting,The act or occupation of writing text for the purpose of advertising or other forms of marketing.,Content Marketing & Inbound Strategy,Copywriting.md
Cost Per Lead (CPL),The amount of money spent to acquire a single new lead.,Content Marketing & Inbound Strategy,Cost-Per-Lead--CPL-.md
Dark Funnel,The part of the buyer's journey that happens in places that attribution software can't track.,Content Marketing & Inbound Strategy,Dark-Funnel.md
Editorial Calendar,"A schedule used to plan, organize, and publish upcoming content.",Content Marketing & Inbound Strategy,Editorial-Calendar.md
Evergreen Content,Content that remains relevant and valuable to readers over a long period.,Content Marketing & Inbound Strategy,Evergreen-Content.md
Gated Content,Premium content that requires a user to provide contact information to access.,Content Marketing & Inbound Strategy,Gated-Content.md
Gated Video,Video content that requires the viewer to enter their email address before or during playback.,Content Marketing & Inbound Strategy,Gated-Video.md
Landing Page Optimization (LPO),The process of improving elements on a website to increase conversions.,Content Marketing & Inbound Strategy,Landing-Page-Optimization--LPO-.md
Lead Generation,The process of attracting and converting strangers into prospects for your business.,Content Marketing & Inbound Strategy,Lead-Generation.md
Lead Nurturing,The process of developing relationships with buyers at every stage of the sales funnel.,Content Marketing & Inbound Strategy,Lead-Nurturing.md
Marketing Qualified Lead (MQL),A lead who has indicated interest in what a brand has to offer based on marketing efforts.,Content Marketing & Inbound Strategy,Marketing-Qualified-Lead--MQL-.md
Multi-Touch Attribution,Assigning credit to the different touchpoints a customer interacts with before a conversion.,Content Marketing & Inbound Strategy,Multi-Touch-Attribution.md
Newsjacking,Injecting your brand into breaking news stories to generate media coverage and social engagement.,Content Marketing & Inbound Strategy,Newsjacking.md
Pillar Content,A comprehensive piece of content that covers a broad topic in depth and links to related cluster content.,Content Marketing & Inbound Strategy,Pillar-Content.md
Pillar Page,A comprehensive page that covers a broad topic in depth and links to cluster content.,Content Marketing & Inbound Strategy,Pillar-Page.md
Programmatic Advertising,The automated buying and selling of online advertising.,Content Marketing & Inbound Strategy,Programmatic-Advertising.md
Programmatic SEO,Creating landing pages on a large scale using code and data to target long-tail keywords.,Content Marketing & Inbound Strategy,Programmatic-SEO.md
Return on Ad Spend (ROAS),A marketing metric that measures the efficacy of a digital advertising campaign.,Content Marketing & Inbound Strategy,Return-on-Ad-Spend--ROAS-.md
Sales Qualified Lead (SQL),A prospective customer that has been researched and vetted by marketing and is ready for the sales team.,Content Marketing & Inbound Strategy,Sales-Qualified-Lead--SQL-.md
Search Engine Marketing (SEM),A form of Internet marketing that involves the promotion of websites by increasing their visibility in search engine results pages primarily through paid advertising.,Content Marketing & Inbound Strategy,Search-Engine-Marketing--SEM-.md
Skyscraper Technique,"A content marketing strategy of finding popular content, improving it, and getting backlinks.",Content Marketing & Inbound Strategy,Skyscraper-Technique.md
Topic Cluster,A group of interlinked web pages built around one pillar content piece.,Content Marketing & Inbound Strategy,Topic-Cluster.md
User Generated Content (UGC),"Content such as text, videos, or reviews created by people rather than brands.",Content Marketing & Inbound Strategy,User-Generated-Content--UGC-.md
Voice Search Optimization,"Optimizing content to appear in voice search results (e.g., Siri, Alexa), often focusing on conversational keywords.",Content Marketing & Inbound Strategy,Voice-Search-Optimization.md
Zero-Click Searches,Search queries where the user gets the answer directly on the results page and doesn't click any link.,Content Marketing & Inbound Strategy,Zero-Click-Searches.md
API-First,A strategy where the API is designed and built before the user interface or other components.,Content Platform & CMS Integration,API-First.md
Content Federation,Aggregating content from multiple disparate sources into a single API or view.,Content Platform & CMS Integration,Content-Federation.md
Content Mesh,An infrastructure layer for decoupling content sources from the presentation layer.,Content Platform & CMS Integration,Content-Mesh.md
Content Migration,The process of moving content from one CMS or storage system to another.,Content Platform & CMS Integration,Content-Migration.md
Content Modeling,Defining the structure and relationships of content types within a CMS.,Content Platform & CMS Integration,Content-Modeling.md
Content Sync,Ensuring content is consistent across multiple platforms or environments.,Content Platform & CMS Integration,Content-Sync.md
DAM Integration,Connecting a Digital Asset Management system with the CMS to access media files directly.,Content Platform & CMS Integration,DAM-Integration.md
Database Migration,Moving data from one database to another.,Content Platform & CMS Integration,Database-Migration.md
Decoupled CMS,A CMS architecture where the backend and frontend are distinct but connected via API (similar to Headless).,Content Platform & CMS Integration,Decoupled-CMS.md
DXP (Digital Experience Platform),An integrated set of technologies used to provide a personalized user experience across channels.,Content Platform & CMS Integration,DXP--Digital-Experience-Platform-.md
Headless Architecture,Separating the frontend (presentation layer) from the backend (content repository).,Content Platform & CMS Integration,Headless-Architecture.md
Headless CMS,A back-end only content management system that makes content available via API.,Content Platform & CMS Integration,Headless-CMS.md
Multi-language Support (i18n),Designing software to be adapted to various languages and regions without engineering changes.,Content Platform & CMS Integration,Multi-language-Support--i18n-.md
Omnichannel Delivery,"Serving the same content to multiple channels (web, mobile, smartwatch) from one CMS.",Content Platform & CMS Integration,Omnichannel-Delivery.md
Plugin Architecture,A design that allows third-party developers to extend the functionality of an application.,Content Platform & CMS Integration,Plugin-Architecture.md
Preview API,An API endpoint that allows content editors to see draft content rendered on the frontend before publishing.,Content Platform & CMS Integration,Preview-API.md
Role-Based Access Control (RBAC),Restricting system access to authorized users based on their role.,Content Platform & CMS Integration,Role-Based-Access-Control--RBAC-.md
Schema Mapping,The process of matching fields from one database or API to another during integration.,Content Platform & CMS Integration,Schema-Mapping.md
Template Engine,Software designed to combine templates with a data model to produce result documents.,Content Platform & CMS Integration,Template-Engine.md
Version Control,Systems like Git that record changes to a file or set of files over time.,Content Platform & CMS Integration,Version-Control.md
Webhook Listener,A server endpoint configured to receive and process real-time data payloads from other apps.,Content Platform & CMS Integration,Webhook-Listener.md
Webhooks,A method for an app to provide other applications with real-time information.,Content Platform & CMS Integration,Webhooks.md
Webhooks for CMS,"Triggers that notify external systems when content is created, updated, or deleted.",Content Platform & CMS Integration,Webhooks-for-CMS.md
WYSIWYG Editor,An editor where the content being edited appears very similar to the final output ('What You See Is What You Get').,Content Platform & CMS Integration,WYSIWYG-Editor.md
Attribution Modeling,Determining which marketing channels or touchpoints contributed to a conversion.,Customer Journey Orchestration,Attribution-Modeling.md
Behavioral Trigger,"An automated action initiated by a specific user behavior (e.g., abandoning a cart).",Customer Journey Orchestration,Behavioral-Trigger.md
Behavioral Triggers,Actions automatically initiated by specific user behaviors.,Customer Journey Orchestration,Behavioral-Triggers.md
Churn Prediction,Using data to predict which customers are likely to cancel their subscription.,Customer Journey Orchestration,Churn-Prediction.md
Churn Rate,The percentage of customers who stop using a service during a given time period.,Customer Journey Orchestration,Churn-Rate.md
Cross-Device Tracking,"Identifying and tracking the same user across multiple devices (phone, laptop, tablet).",Customer Journey Orchestration,Cross-Device-Tracking.md
Customer Lifecycle Management,Managing the customer's journey from initial contact to loyal advocate.,Customer Journey Orchestration,Customer-Lifecycle-Management.md
Drop-off Point,The specific step in a flow where the highest percentage of users abandon the process.,Customer Journey Orchestration,Drop-off-Point.md
Friction Point,"Steps in the journey that cause frustration or slow down the customer (e.g., complex login).",Customer Journey Orchestration,Friction-Point.md
Identity Resolution,"Connecting multiple identifiers (email, cookie, device ID) to form a single customer view.",Customer Journey Orchestration,Identity-Resolution.md
Journey Mapping,Visualizing the process that a person goes through to accomplish a goal.,Customer Journey Orchestration,Journey-Mapping.md
Lifecycle Maps,Visual tools used to plan interactions at each stage of the customer lifecycle (Acquisition to Retention).,Customer Journey Orchestration,Lifecycle-Maps.md
Lifecycle Stage,"Categorizing customers based on where they are in their relationship with the brand (e.g., Acquisition, Retention).",Customer Journey Orchestration,Lifecycle-Stage.md
Moment of Truth,Critical touchpoints in the customer journey where the customer forms an impression of the brand.,Customer Journey Orchestration,Moment-of-Truth.md
Next Best Action,Predicting the most effective action to take for a customer in a given situation.,Customer Journey Orchestration,Next-Best-Action.md
Next Best Experience,"Beyond 'Next Best Action', focusing on the overall experience delivered to the customer next.",Customer Journey Orchestration,Next-Best-Experience.md
Omnichannel Mapping,"Visualizing how a customer moves across different channels (web, app, store) to complete a goal.",Customer Journey Orchestration,Omnichannel-Mapping.md
Omnichannel Orchestration,Coordinating customer interactions across multiple channels to ensure a seamless experience.,Customer Journey Orchestration,Omnichannel-Orchestration.md
Personalization Engine,Software that analyzes data to deliver content tailored to individual users.,Customer Journey Orchestration,Personalization-Engine.md
Real-Time Interaction Management (RTIM),Delivering personalized experiences in the moment based on current context and history.,Customer Journey Orchestration,Real-Time-Interaction-Management--RTIM-.md
Retention Strategy,Plans and actions designed to keep customers engaged and prevent them from leaving.,Customer Journey Orchestration,Retention-Strategy.md
Touchpoint Analysis,Evaluating the impact and effectiveness of each interaction point in the customer journey.,Customer Journey Orchestration,Touchpoint-Analysis.md
Touchpoint Mapping,Listing every interaction a customer has with a brand throughout their journey.,Customer Journey Orchestration,Touchpoint-Mapping.md
Trigger-Based Marketing,Automated marketing actions initiated by specific user behaviors or events.,Customer Journey Orchestration,Trigger-Based-Marketing.md
Win-back Campaign,Targeted efforts to re-engage customers who have stopped using the service.,Customer Journey Orchestration,Win-back-Campaign.md
Adoption Rate,The percentage of users who successfully start using a new feature or product regularly.,Customer Success & Retention,Adoption-Rate.md
Churn Prediction,Using data analysis and AI to identify customers who are at high risk of cancelling their subscription.,Customer Success & Retention,Churn-Prediction.md
ChurnZero,A real-time customer success platform that helps subscription businesses fight churn.,Customer Success & Retention,ChurnZero.md
Customer Activation,The moment when a user performs a key action that signifies they are getting value from the product.,Customer Success & Retention,Customer-Activation.md
Expansion Revenue,"Revenue generated from existing customers through upsells, cross-sells, and add-ons.",Customer Success & Retention,Expansion-Revenue.md
Gainsight,A customer success platform that helps businesses reduce churn and increase upsell.,Customer Success & Retention,Gainsight.md
Health Score,A composite metric indicating whether a customer is healthy (likely to renew) or at risk (likely to churn).,Customer Success & Retention,Health-Score.md
High Touch,"A high-engagement model involving dedicated CSMs and frequent personal interaction, usually for high-value accounts.",Customer Success & Retention,High-Touch.md
Net Revenue Retention (NRR),"The percentage of recurring revenue retained from existing customers, including expansion revenue, minus churn.",Customer Success & Retention,Net-Revenue-Retention--NRR-.md
Onboarding Time,The time required to train a new customer and get them fully operational with the product.,Customer Success & Retention,Onboarding-Time.md
Planhat,"A customer platform used by CS teams to manage customer success, onboarding, and retention.",Customer Success & Retention,Planhat.md
Success Plan,"A strategic document created jointly by the CSM and customer to define goals, milestones, and success metrics.",Customer Success & Retention,Success-Plan.md
Tech Touch,"A low-touch engagement model using digital tools (email, in-app guides) to support a large number of customers efficiently.",Customer Success & Retention,Tech-Touch.md
Time to Value (TTV),The time it takes for a new customer to realize the expected value from a product or service.,Customer Success & Retention,Time-to-Value--TTV-.md
Totango,A customer success software that helps recurring revenue businesses drive adoption and retention.,Customer Success & Retention,Totango.md
Upselling vs Cross-selling,Upselling is selling a more expensive version; Cross-selling is selling related or complementary products.,Customer Success & Retention,Upselling-vs-Cross-selling.md
Vitally,A customer success platform built for the modern B2B SaaS era.,Customer Success & Retention,Vitally.md
Voice of the Customer (VoC),Collecting and analyzing customer feedback to improve the product and experience.,Customer Success & Retention,Voice-of-the-Customer--VoC-.md
Access Control List (ACL),A list of permissions attached to an object specifying which users have access to it.,Cybersecurity & Compliance,Access-Control-List--ACL-.md
API Key Rotation,The practice of periodically changing API keys to reduce the risk of them being compromised.,Cybersecurity & Compliance,API-Key-Rotation.md
Audit Log,"A chronological record of system activities, used to reconstruct events and detect security violations.",Cybersecurity & Compliance,Audit-Log.md
CCPA (California Consumer Privacy Act),"A state statute intended to enhance privacy rights and consumer protection for residents of California, similar to GDPR.",Cybersecurity & Compliance,CCPA--California-Consumer-Privacy-Act-.md
Cloudflare,"A global network built for the cloud, offering security, performance, and reliability.",Cybersecurity & Compliance,Cloudflare.md
CrowdStrike,A cybersecurity technology company that provides endpoint security and threat intelligence.,Cybersecurity & Compliance,CrowdStrike.md
Data Breach,"A security incident in which sensitive, protected, or confidential data is copied, transmitted, viewed, stolen, or used.",Cybersecurity & Compliance,Data-Breach.md
Data Processing Agreement (DPA),A contract between a data controller and a data processor regulating the processing of personal data (GDPR requirement).,Cybersecurity & Compliance,Data-Processing-Agreement--DPA-.md
Data Residency,The physical or geographic location of an organization's data or information.,Cybersecurity & Compliance,Data-Residency.md
DDoS Attack,A malicious attempt to disrupt the normal traffic of a targeted server by overwhelming it with a flood of internet traffic.,Cybersecurity & Compliance,DDoS-Attack.md
Drata,A security and compliance automation platform that continuously monitors your security posture.,Cybersecurity & Compliance,Drata.md
Encryption at Rest,Protecting data that is stored physically (on disk/database) from unauthorized access.,Cybersecurity & Compliance,Encryption-at-Rest.md
Encryption in Transit,"Protecting data while it is moving between networks or devices (e.g., via HTTPS).",Cybersecurity & Compliance,Encryption-in-Transit.md
Encryption Key Management,"The management of cryptographic keys in a cryptosystem, including dealing with generation, exchange, storage, and replacement.",Cybersecurity & Compliance,Encryption-Key-Management.md
Firewall,A network security device that monitors and filters incoming and outgoing network traffic based on security policies.,Cybersecurity & Compliance,Firewall.md
GDPR,A regulation in EU law on data protection and privacy for all individuals within the European Union.,Cybersecurity & Compliance,GDPR.md
Incident Response Plan,"A set of instructions to help IT staff detect, respond to, and recover from network security incidents.",Cybersecurity & Compliance,Incident-Response-Plan.md
Least Privilege Principle,The concept that a user should only have access to the specific data and resources needed to do their job.,Cybersecurity & Compliance,Least-Privilege-Principle.md
Multi-Factor Authentication (MFA),An authentication method that requires the user to provide two or more verification factors to gain access.,Cybersecurity & Compliance,Multi-Factor-Authentication--MFA-.md
Palo Alto Networks (Prisma),A global cybersecurity leader known for its advanced firewalls and cloud security offerings.,Cybersecurity & Compliance,Palo-Alto-Networks--Prisma-.md
PCI DSS,"A set of security standards designed to ensure that all companies that accept, process, store or transmit credit card information maintain a secure environment.",Cybersecurity & Compliance,PCI-DSS.md
Penetration Testing (Pentest),A simulated cyber attack against your computer system to check for exploitable vulnerabilities.,Cybersecurity & Compliance,Penetration-Testing--Pentest-.md
Phishing,"A cybercrime in which a target is contacted by email, telephone or text message by someone posing as a legitimate institution.",Cybersecurity & Compliance,Phishing.md
Ransomware,Malware that employs encryption to hold a victim's information at ransom.,Cybersecurity & Compliance,Ransomware.md
SLA Breach,"Failure to meet the agreed-upon service standards (e.g., uptime, response time), often resulting in penalties.",Cybersecurity & Compliance,SLA-Breach.md
Social Engineering,The psychological manipulation of people into performing actions or divulging confidential information.,Cybersecurity & Compliance,Social-Engineering.md
Threat Intelligence,Information about potential or current attacks that can help an organization protect itself.,Cybersecurity & Compliance,Threat-Intelligence.md
Vanta,"A platform that automates security compliance (SOC 2, ISO 27001) for growing companies.",Cybersecurity & Compliance,Vanta.md
Vulnerability Scanning,Automated process of inspecting systems for known security weaknesses (distinct from manual pentesting).,Cybersecurity & Compliance,Vulnerability-Scanning.md
Webhook Verification,The process of verifying that a webhook request actually came from the expected service using a signature.,Cybersecurity & Compliance,Webhook-Verification.md
Zero Trust Security,"A security model that assumes no user or device is trustworthy, verifying every request regardless of origin.",Cybersecurity & Compliance,Zero-Trust-Security.md
Zero-Day Vulnerability,"A hole in software that is unknown to the vendor and has no patch available, making it easy to exploit.",Cybersecurity & Compliance,Zero-Day-Vulnerability.md
Big Data Processing,"Processing extremely large data sets that may be analyzed computationally to reveal patterns, trends, and associations.",Data & Analytics Infrastructure,Big-Data-Processing.md
Business Intelligence (BI),Strategies and technologies used for data analysis of business information.,Data & Analytics Infrastructure,Business-Intelligence--BI-.md
Data Catalog,An organized inventory of data assets in an organization.,Data & Analytics Infrastructure,Data-Catalog.md
Data Dictionary,"A centralized repository of information about data, such as meaning, relationships to other data, origin, usage, and format.",Data & Analytics Infrastructure,Data-Dictionary.md
Data Fabric,An architecture that facilitates the flexible integration of data pipelines and cloud environments.,Data & Analytics Infrastructure,Data-Fabric.md
Data Governance,"The management of data availability, usability, integrity, and security.",Data & Analytics Infrastructure,Data-Governance.md
Data Ingestion,The process of obtaining and importing data for immediate use or storage in a database.,Data & Analytics Infrastructure,Data-Ingestion.md
Data Lakehouse,A data architecture combining the flexibility of data lakes with the management of data warehouses.,Data & Analytics Infrastructure,Data-Lakehouse.md
Data Latency,The time it takes for data to become available for use after it has been generated.,Data & Analytics Infrastructure,Data-Latency.md
Data Mart,A subset of a data warehouse focused on a specific business line or department.,Data & Analytics Infrastructure,Data-Mart.md
Data Mesh,"A decentralized data architecture that treats data as a product, owned by domain-specific teams.",Data & Analytics Infrastructure,Data-Mesh.md
Data Observability,The ability to understand the health and state of data in a system based on its outputs.,Data & Analytics Infrastructure,Data-Observability.md
Data Pipeline,A set of actions that move data from a source to a destination for analysis.,Data & Analytics Infrastructure,Data-Pipeline.md
Data Silo,A collection of data held by one group that is not easily accessible by other groups in the same organization.,Data & Analytics Infrastructure,Data-Silo.md
Data Visualization,"The graphical representation of information and data using charts, graphs, and maps.",Data & Analytics Infrastructure,Data-Visualization.md
Data Warehousing,"A system used for reporting and data analysis, centralizing data from different sources.",Data & Analytics Infrastructure,Data-Warehousing.md
Dark Data,"Information assets that organizations collect, process, and store but generally fail to use for other purposes.",Data & Analytics Infrastructure,Dark-Data.md
"ETL (Extract, Transform, Load)",A data integration process combining data from multiple sources into a single store.,Data & Analytics Infrastructure,"ETL--Extract,-Transform,-Load-.md"
Metadata Management,"Managing data that describes other data to ensure it can be found, used, and preserved.",Data & Analytics Infrastructure,Metadata-Management.md
NoSQL Database,A non-relational database designed for specific data models and flexible schemas.,Data & Analytics Infrastructure,NoSQL-Database.md
Real-time Analytics,The use of logic and mathematics to provide data for making decisions in real time.,Data & Analytics Infrastructure,Real-time-Analytics.md
Reverse ETL,The process of moving data from a data warehouse back into operational tools (SaaS apps) for action.,Data & Analytics Infrastructure,Reverse-ETL.md
Schema,"The structural definition of a database, including tables and relationships.",Data & Analytics Infrastructure,Schema.md
Snowflake Schema,A more complex database schema where dimension tables are normalized into multiple related tables.,Data & Analytics Infrastructure,Snowflake-Schema.md
Star Schema,A database schema where a central fact table is connected to multiple dimension tables.,Data & Analytics Infrastructure,Star-Schema.md
Zero-Copy Integration,"Sharing data between systems without physically copying it, reducing storage and synchronization issues.",Data & Analytics Infrastructure,Zero-Copy-Integration.md
Asynchronous Communication,"Communication that doesn't require immediate response (e.g., email, recorded video), enabling flexible work.",Digital Workplace & Employee Experience,Asynchronous-Communication.md
Asynchronous Video,"Recorded video messages (e.g., Loom) sent to colleagues instead of a live meeting.",Digital Workplace & Employee Experience,Asynchronous-Video.md
Bring Your Own Device (BYOD),A policy that allows employees to bring their own personal mobile devices to their workplace.,Digital Workplace & Employee Experience,Bring-Your-Own-Device--BYOD-.md
Collaboration Hub,A central platform (like Slack or Teams) where work and communication happen.,Digital Workplace & Employee Experience,Collaboration-Hub.md
